"BehaviorSpace results (NetLogo 6.0.2)"
"Model_V13.nlogo"
"Weighting_Capabilities"
"05/26/2019 17:26:53:204 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-15","15","-9","9"
"[run number]","everyone_is_owner","medium_socialnetwork_group","technology_heat","subsidies","large_size_community","stop_and_report","number_households","radius_socialnetwork","feasibility_constraint","initial_size_of_community","energylabels_higher","community_model","report_time","companies_utility_sector","weighting_capabilities","large_socialnetwork_group","renovations_cheaper","technologies_more_sustainable","range_inclusiveness","medium_size_community","Type_of_visualization","[step]","covariance_cap_sec_aff","covariance_cap_sec_sus","covariance_cap_sec_aut","covariance_cap_sec_com","covariance_cap_sec_inc","covariance_cap_aff_sus","covariance_cap_aff_aut","covariance_cap_aff_com","covariance_cap_aff_inc","covariance_cap_sus_aut","covariance_cap_sus_com","covariance_cap_sus_inc","covariance_cap_aut_com","covariance_cap_aut_inc","covariance_cap_com_inc"
"120","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.0869269040822661E-4","1.0416614533546176E-4","5.68765393172698E-5","9.417326880504243E-5","9.025285814619663E-5","1.0869269040822661E-4","6.55366615858883E-5","1.319871588478103E-4","1.4269182624962435E-4","5.68765393172698E-5","9.417326880504243E-5","9.025285814619663E-5","5.883396421360273E-5","5.994613745015532E-5","1.3971676284184749E-4"
"117","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","9.411487971012389E-5","8.27582007483812E-5","4.661118034389886E-5","8.394683589494624E-5","8.232028253648883E-5","9.411487971012389E-5","5.830753554830587E-5","1.4970963937226912E-4","1.7213661268734143E-4","4.661118034389886E-5","8.394683589494624E-5","8.232028253648883E-5","5.345104574869435E-5","5.529725332137083E-5","1.7493372837726651E-4"
"118","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","1.0565645747244016E-4","9.373952124278653E-5","6.272657054153307E-5","9.866088781452918E-5","9.67090237843807E-5","1.0565645747244016E-4","8.600806362668618E-5","1.753229890100585E-4","1.9850067925980324E-4","6.272657054153307E-5","9.866088781452918E-5","9.67090237843807E-5","8.54149045671922E-5","9.177653548026928E-5","2.1460494772507677E-4"
"119","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","0.0013649702132202902","0.0014197892320499395","1.5730578257785766E-4","8.771877142671247E-4","0.001000688991320042","0.0013649702132202902","1.570926160408556E-4","8.801210711785313E-4","0.001018873023737668","1.5730578257785766E-4","8.771877142671247E-4","0.001000688991320042","1.1149258653121437E-4","1.2608707982786317E-4","6.86839264831247E-4"
"120","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","8.221184564592377E-5","7.166844336341183E-5","4.04386188810306E-5","7.35702595979161E-5","7.473804149629575E-5","8.221184564592377E-5","5.47411667030881E-5","1.352791916280049E-4","1.5899072503129476E-4","4.04386188810306E-5","7.35702595979161E-5","7.473804149629575E-5","5.144913392289463E-5","5.647615695210934E-5","1.6380643514556437E-4"
"117","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","7.494657397814989E-5","6.312027986727313E-5","3.591596641459559E-5","6.778223203159012E-5","6.825518370043387E-5","7.494657397814989E-5","4.77011101157209E-5","1.3227632388931643E-4","1.5611575721481002E-4","3.591596641459559E-5","6.778223203159012E-5","6.825518370043387E-5","4.447914424942882E-5","4.7405272034797565E-5","1.610738255033553E-4"
"119","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","0.0025373531722795157","0.002450004754540584","-4.1014502182931743E-4","0.0014109799858865206","0.0018936484342547103","0.0025373531722795157","-4.5928417193989767E-4","0.0014830229535873372","0.0020133027040823894","-4.1014502182931743E-4","0.0014109799858865206","0.0018936484342547103","-2.035126879504016E-4","-3.4127925502198465E-4","0.0011366304821104145"
"118","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","8.414702707752468E-5","7.140819482605862E-5","4.872653383981686E-5","7.956598551616762E-5","7.983624361264999E-5","8.414702707752468E-5","7.197985186964634E-5","1.5624921800319263E-4","1.81339846219807E-4","4.872653383981686E-5","7.956598551616762E-5","7.983624361264999E-5","7.254928456676125E-5","7.996303136161733E-5","1.9782392184536165E-4"
"120","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","6.604640765264058E-5","5.475228843545567E-5","3.146338086205602E-5","6.003233087598658E-5","6.26097923516959E-5","6.604640765264058E-5","4.602840156794037E-5","1.22738882299263E-4","1.4798132216266673E-4","3.146338086205602E-5","6.003233087598658E-5","6.26097923516959E-5","4.408877144339395E-5","4.9787547107486244E-5","1.5465269332212296E-4"
"117","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","6.228281342015033E-5","5.105709285701169E-5","2.9243483081901353E-5","5.6797575017475E-5","5.8078798585982954E-5","6.228281342015033E-5","4.027846593497265E-5","1.1648457610351443E-4","1.3929969787814366E-4","2.9243483081901353E-5","5.6797575017475E-5","5.8078798585982954E-5","3.792510736642783E-5","4.1088128051182386E-5","1.4479160932023385E-4"
"119","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","0.002837149477751242","0.0026987573132341365","-6.097823421369046E-4","0.0015304315621418442","0.0021245889824782634","0.002837149477751242","-6.752159423362126E-4","0.001625315509645039","0.002276854395948121","-6.097823421369046E-4","0.0015304315621418442","0.0021245889824782634","-3.159472852130239E-4","-5.054738386271288E-4","0.0012407716035480539"
"120","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","5.517713861181781E-5","4.4335673901909504E-5","2.5775726930329092E-5","5.0615003995482346E-5","5.358450653707625E-5","5.517713861181781E-5","3.947473540935163E-5","1.0954016641448144E-4","1.3371213953770352E-4","2.5775726930329092E-5","5.0615003995482346E-5","5.358450653707625E-5","3.8205375022033926E-5","4.379293336247103E-5","1.4068101703793823E-4"
"121","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","6.993345311439E-5","5.7715117937630235E-5","3.987808356980897E-5","6.662362556241182E-5","6.776471530311437E-5","6.993345311439E-5","6.156991037551916E-5","1.3820309506689922E-4","1.6238618992248688E-4","3.987808356980897E-5","6.662362556241182E-5","6.776471530311437E-5","6.256641759547005E-5","6.990676095671354E-5","1.7792325003711818E-4"
"123","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.1895804938160525E-4","1.1898029284633475E-4","6.951082728449888E-5","1.0179721634160572E-4","9.08867968910308E-5","1.1895804938160525E-4","7.294373534132541E-5","1.4260285239069966E-4","1.5054376929968087E-4","6.951082728449888E-5","1.0179721634160572E-4","9.08867968910308E-5","6.359406566604443E-5","5.912312925510674E-5","1.4914243102162546E-4"
"124","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","9.336138234236399E-5","8.730003820315041E-5","5.184951628805784E-5","8.239535422995585E-5","8.90350284521715E-5","9.336138234236399E-5","6.189244061412614E-5","1.2325659894088265E-4","1.465399456481002E-4","5.184951628805784E-5","8.239535422995585E-5","8.90350284521715E-5","5.725467821770062E-5","6.502876914119965E-5","1.5029353032145647E-4"
"121","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","8.719438174567945E-5","8.132766792286621E-5","4.831280539581767E-5","7.705692269450622E-5","7.263603407921218E-5","8.719438174567945E-5","5.637976860494226E-5","1.311919549836774E-4","1.4769660581410952E-4","4.831280539581767E-5","7.705692269450622E-5","7.263603407921218E-5","5.142689045816308E-5","5.124894274031498E-5","1.5458095814836469E-4"
"124","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.6224939261439195E-4","1.463564370640625E-4","8.932419349367676E-5","1.4099298163079083E-4","1.4820820550292182E-4","1.6224939261439195E-4","1.0443677415635994E-4","2.2029927469622714E-4","2.587248600190997E-4","8.932419349367676E-5","1.4099298163079083E-4","1.4820820550292182E-4","9.221584390871351E-5","9.955062640377457E-5","2.503223912169453E-4"
"122","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.3716432526395957E-4","1.3618005194961137E-4","7.944253428690771E-5","1.1968930328463704E-4","1.1470954761797511E-4","1.3716432526395957E-4","8.740940190474155E-5","1.756733235795726E-4","1.9552005498584297E-4","7.944253428690771E-5","1.1968930328463704E-4","1.1470954761797511E-4","7.8752986880246E-5","7.987628184916345E-5","1.9743855381889656E-4"
"123","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","6.815397593591109E-5","5.936919758369225E-5","3.609836282538947E-5","6.15421060446057E-5","6.854879743488346E-5","6.815397593591109E-5","4.900976729073255E-5","1.156104079395867E-4","1.4418213838660894E-4","3.609836282538947E-5","6.15421060446057E-5","6.854879743488346E-5","4.6833614991210135E-5","5.539734891266202E-5","1.5217866395741224E-4"
"121","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","6.894584328033339E-5","6.189911365353904E-5","3.712211828963183E-5","6.192914233092577E-5","5.989720182774537E-5","6.894584328033339E-5","4.5772601723533835E-5","1.1464949026320123E-4","1.3207279618702492E-4","3.712211828963183E-5","6.192914233092577E-5","5.989720182774537E-5","4.2634048849983654E-5","4.3761792511847654E-5","1.4075442047154998E-4"
"124","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","1.1932506654966644E-4","9.979530451581243E-5","6.2070388331969E-5","1.0595118338012826E-4","1.1571050353087214E-4","1.1932506654966644E-4","8.227116155187619E-5","2.068447589670364E-4","2.5729015654394423E-4","6.2070388331969E-5","1.0595118338012826E-4","1.1571050353087214E-4","7.502720653780052E-5","8.552612189085168E-5","2.5774614757092997E-4"
"123","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","5.377635642038399E-5","4.505302563948559E-5","2.7763180504049833E-5","4.9131920984540084E-5","5.55480483862087E-5","5.377635642038399E-5","4.024398856464017E-5","1.0175550984523865E-4","1.290565823694998E-4","2.7763180504049833E-5","4.9131920984540084E-5","5.55480483862087E-5","3.9023934524140956E-5","4.6968187952833115E-5","1.3752633765245776E-4"
"121","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","5.705003834217306E-5","5.0001084368905564E-5","3.017103556118216E-5","5.174942069676519E-5","5.08085221386423E-5","5.705003834217306E-5","3.8478228189402344E-5","1.0038920502413214E-4","1.1701841925705795E-4","3.017103556118216E-5","5.174942069676519E-5","5.08085221386423E-5","3.6274642283380234E-5","3.7849479586338303E-5","1.2584017736938746E-4"
"122","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","1.0018456514860549E-4","9.258842194295519E-5","5.4930236153302924E-5","8.950214121152374E-5","8.968564979555465E-5","1.0018456514860549E-4","6.78240312090654E-5","1.642235001092715E-4","1.944523686787557E-4","5.4930236153302924E-5","8.950214121152374E-5","8.968564979555465E-5","6.311027030814646E-5","6.768686317655934E-5","2.0282703314999104E-4"
"124","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","9.451526207528254E-5","7.584743429975617E-5","4.768720795025995E-5","8.484352556691665E-5","9.439014258617003E-5","9.451526207528254E-5","6.739436161534463E-5","1.8212392835157768E-4","2.3113072984700615E-4","4.768720795025995E-5","8.484352556691665E-5","9.439014258617003E-5","6.236789467274738E-5","7.276615834789078E-5","2.341986597200324E-4"
"123","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","4.444021818614752E-5","3.632302181917056E-5","2.2578228875243962E-5","4.0892385561544484E-5","4.6644545540991555E-5","4.444021818614752E-5","3.405474450322705E-5","8.942984995115002E-5","1.1440258780468929E-4","2.2578228875243962E-5","4.0892385561544484E-5","4.6644545540991555E-5","3.329846670237042E-5","4.046531103871248E-5","1.224969846203121E-4"
"125","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","7.829032281384342E-5","6.121179059334992E-5","3.875478860089231E-5","7.074422740383757E-5","7.956932203587785E-5","7.829032281384342E-5","5.695068419970897E-5","1.6009400088195532E-4","2.0525824384509667E-4","3.875478860089231E-5","7.074422740383757E-5","7.956932203587785E-5","5.3146310281876285E-5","6.281109570751371E-5","2.0916642059833778E-4"
"126","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","0.0017909036463155655","0.0020605027801550452","-2.3335452023359347E-4","8.907831979540468E-4","0.0010136880721088632","0.0017909036463155655","-1.8572292094514608E-4","8.329404581375237E-4","9.614048082585549E-4","-2.3335452023359347E-4","8.907831979540468E-4","0.0010136880721088632","-6.624326231555248E-5","-7.97394845411164E-5","5.436341706329546E-4"
"125","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.3797065086046254E-4","1.2783875267547196E-4","7.9548190744387E-5","1.2558660187145379E-4","1.2515285430919878E-4","1.3797065086046254E-4","9.097206350583919E-5","1.7150267394250925E-4","1.8962553683212635E-4","7.9548190744387E-5","1.2558660187145379E-4","1.2515285430919878E-4","8.45529703088711E-5","8.759476411084112E-5","1.9121594456038892E-4"
"122","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","0.002647399377516634","0.002710301671429545","-5.632690330378123E-4","0.0013364329601436048","0.0017204697152447238","0.002647399377516634","-5.793436435501063E-4","0.0013799066997871854","0.0018094969584842376","-5.632690330378123E-4","0.0013364329601436048","0.0017204697152447238","-2.7421743320433844E-4","-3.863378415276423E-4","9.691989183003107E-4"
"126","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","1.0430794742312422E-4","8.82968234664107E-5","5.6212015808433626E-5","9.738049837594919E-5","1.0251456807918264E-4","1.0430794742312422E-4","7.341270172274444E-5","1.691532079802928E-4","2.030049808678465E-4","5.6212015808433626E-5","9.738049837594919E-5","1.0251456807918264E-4","7.050900276431178E-5","7.815241333251667E-5","2.1231943172396301E-4"
"126","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.186021539459046E-4","1.1082250215622569E-4","5.565314875706216E-5","9.452360337455617E-5","9.417326880504202E-5","1.186021539459046E-4","6.430585653743725E-5","1.3317162334473788E-4","1.4975412630172832E-4","5.565314875706216E-5","9.452360337455617E-5","9.417326880504202E-5","5.2650281018373664E-5","5.521940119480951E-5","1.3379444035720785E-4"
"127","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","8.377834164961039E-5","6.760456235705122E-5","4.3589961746804075E-5","7.918061748970288E-5","8.547162540225954E-5","8.377834164961039E-5","6.0803623015540945E-5","1.5153304739359884E-4","1.867183159917783E-4","4.3589961746804075E-5","7.918061748970288E-5","8.547162540225954E-5","5.924491222451203E-5","6.750446676576658E-5","1.974185347006389E-4"
"128","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","9.024173641382925E-5","7.657312733660627E-5","3.9304202179748036E-5","7.463794590500589E-5","7.880859554207568E-5","9.024173641382925E-5","5.201263502941731E-5","1.370308644755755E-4","1.6636999445581813E-4","3.9304202179748036E-5","7.463794590500589E-5","7.880859554207568E-5","4.460926851810349E-5","4.992545658882304E-5","1.5840127321592129E-4"
"127","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.3630795187181553E-4","1.283892784275645E-4","8.194492406915059E-5","1.2088210908083833E-4","1.2051509191277694E-4","1.3630795187181553E-4","9.695926276260343E-5","1.8747348161939162E-4","2.1420456535992046E-4","8.194492406915059E-5","1.2088210908083833E-4","1.2051509191277694E-4","8.846782010152845E-5","9.342255187036829E-5","2.1145193659945262E-4"
"125","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","6.99812765635639E-5","5.482068708950403E-5","3.563514267236508E-5","6.662195730255751E-5","7.295633997133967E-5","6.99812765635639E-5","5.170641666495564E-5","1.3438277999934701E-4","1.6775576230856432E-4","3.563514267236508E-5","6.662195730255751E-5","7.295633997133967E-5","5.0789615193623614E-5","5.874499035468065E-5","1.7829694024460005E-4"
"128","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.3168131120775564E-4","1.292400909535268E-4","7.180190415180486E-5","1.1573552742869417E-4","1.07502665045118E-4","1.3168131120775564E-4","7.565002355027428E-5","1.5419725838175202E-4","1.6235504907186142E-4","7.180190415180486E-5","1.1573552742869417E-4","1.07502665045118E-4","6.741438073360765E-5","6.426136960798278E-5","1.6230500127621832E-4"
"126","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","7.270943751282372E-5","5.864100215705981E-5","3.046909798857883E-5","6.120845407364022E-5","6.631833400897822E-5","7.270943751282372E-5","4.3123405074068926E-5","1.2448555036726925E-4","1.5471775545646324E-4","3.046909798857883E-5","6.120845407364022E-5","6.631833400897822E-5","3.773603791621138E-5","4.334472754814381E-5","1.4994319575194318E-4"
"127","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","9.930594829172921E-5","8.729586755351322E-5","5.725745865078798E-5","9.017361580309148E-5","9.34809409652885E-5","9.930594829172921E-5","7.765193537606083E-5","1.7245358205975354E-4","2.0786517791156949E-4","5.725745865078798E-5","9.017361580309148E-5","9.34809409652885E-5","7.37676703474036E-5","8.255105848307386E-5","2.149135757982208E-4"
"129","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","9.815484899189593E-5","8.923104898511376E-5","5.0089502141216026E-5","8.931029132821831E-5","8.774212706467995E-5","9.815484899189593E-5","5.793310389199898E-5","1.4382624295090473E-4","1.6249963159261288E-4","5.0089502141216026E-5","8.931029132821831E-5","8.774212706467995E-5","5.373464992401607E-5","5.446868426014061E-5","1.7181408244873833E-4"
"126","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","6.084922211823314E-5","4.755875194143725E-5","2.4903783112872555E-5","5.17560937361846E-5","5.690100712847398E-5","6.084922211823314E-5","3.669281942032488E-5","1.1116838803279497E-4","1.3974234282628975E-4","2.4903783112872555E-5","5.17560937361846E-5","5.690100712847398E-5","3.247100981437378E-5","3.7822787428662535E-5","1.365637517162224E-4"
"128","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","7.828142542794902E-5","6.830523149607848E-5","3.856683132391778E-5","7.245169136525369E-5","7.303975296408055E-5","7.828142542794902E-5","4.682471760531691E-5","1.2633231402656235E-4","1.4629304318958006E-4","3.856683132391778E-5","7.245169136525369E-5","7.303975296408055E-5","4.4257265688736975E-5","4.6084010229773905E-5","1.5748539855562051E-4"
"129","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","0.0018319595213428575","0.002108203334184146","-1.854087320058584E-4","9.324279687101169E-4","0.001053606193915188","0.0018319595213428575","-1.3822533853173692E-4","8.7337574049883E-4","0.0010020569644009884","-1.854087320058584E-4","9.324279687101169E-4","0.001053606193915188","-4.134782050196589E-5","-4.802920122055891E-5","5.775515617414624E-4"
"128","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","6.51132943071734E-5","5.5381222400725796E-5","3.13866409087376E-5","6.087813862238429E-5","6.228948645956877E-5","6.51132943071734E-5","3.925971525029051E-5","1.10912588188387E-4","1.300575382823937E-4","3.13866409087376E-5","6.087813862238429E-5","6.228948645956877E-5","3.751582761537745E-5","3.965787326897724E-5","1.4125489842799866E-4"
"129","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.224836385414754E-4","1.0995500703171543E-4","7.31365120356594E-5","1.066268286213335E-4","1.1180677547057436E-4","1.224836385414754E-4","8.977462365448036E-5","1.7409959844985536E-4","2.0893286421866497E-4","7.31365120356594E-5","1.066268286213335E-4","1.1180677547057436E-4","7.956487334293203E-5","8.755027718137638E-5","1.9623740672342123E-4"
"130","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","5","0.002660131536728667","0.002776019431890789","-5.112782707487319E-4","0.001394069669868056","0.0017954813513572127","0.002660131536728667","-5.085478854529866E-4","0.0014093570470910721","0.0018461452909750917","-5.112782707487319E-4","0.001394069669868056","0.0017954813513572127","-2.490011294120034E-4","-3.5577976968015026E-4","0.0010287491220782505"
"131","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.374868555025589E-4","1.2999080788819985E-4","6.842089751267957E-5","1.164445378669958E-4","1.2245027334437727E-4","1.374868555025589E-4","8.131839981255944E-5","1.5996387661327497E-4","1.83386244975061E-4","6.842089751267957E-5","1.164445378669958E-4","1.2245027334437727E-4","7.274725140286558E-5","8.12220114653917E-5","1.7863726525498466E-4"
"129","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","8.916292837437641E-5","7.45545329122646E-5","5.0286912890698886E-5","7.880025424280184E-5","8.554836535558104E-5","8.916292837437641E-5","6.902517830454304E-5","1.62360609938049E-4","2.0535166639696796E-4","5.0286912890698886E-5","7.880025424280184E-5","8.554836535558104E-5","6.247355113022053E-5","7.182414761653299E-5","1.9872311390711504E-4"
"132","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","3","1.0299836343708119E-4","8.960223680281346E-5","4.915249618941557E-5","9.003598436506858E-5","9.902790498259206E-5","1.0299836343708119E-4","6.785368916203449E-5","1.5446974082470696E-4","1.8931412832588114E-4","4.915249618941557E-5","9.003598436506858E-5","9.902790498259206E-5","6.342167881437524E-5","7.507169346725642E-5","1.9245045685296075E-4"
"129","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","7.0250422486809E-5","5.64789373852029E-5","3.840334185814081E-5","6.257225650496216E-5","6.911600578552493E-5","7.0250422486809E-5","5.589782686910723E-5","1.4260285239070175E-4","1.837421404107614E-4","3.840334185814081E-5","6.257225650496216E-5","6.911600578552493E-5","5.1098799353384805E-5","5.992389398542634E-5","1.7959651467151167E-4"
"132","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","2","1.4255280459505532E-4","1.2493598052807031E-4","7.752403545385566E-5","1.2974891020924929E-4","1.4236929601102368E-4","1.4255280459505532E-4","9.63142022854039E-5","1.8826312461734382E-4","2.21044430764715E-4","7.752403545385566E-5","1.2974891020924929E-4","1.4236929601102368E-4","9.05698275186128E-5","1.0299836343708241E-4","2.228628340064762E-4"
"130","false","10","3","0","300","true","2235","2","true","240","false","1","5","0","3","25","0","0","20","50","""communities""","4","8.235197947372976E-5","6.852544179691619E-5","3.845672617349516E-5","7.310981987798355E-5","8.209840397579731E-5","8.235197947372976E-5","5.702890705067487E-5","1.3737452600566587E-4","1.721610804985391E-4","3.845672617349516E-5","7.310981987798355E-5","8.209840397579731E-5","5.428183915639205E-5","6.571942872109224E-5","1.7734936864705753E-4"
